Transaction ID,Date,Time,Store ID,Product ID,Quantity Sold,Price per Unit,Total Sales,Discount,Payment Method,Customer ID
T004161,2022-06-16,07:15 PM,S007,P0026,4,33001.77,132007.08,26245.77,Cash,C00184
T00945,2024-06-16,08:16 PM,S005,P00231,4,87533.65,350134.6,79566.93,Debit Card,C00286
T007435,2020-01-07,08:42 PM,S008,P0040,2,51766.08,103532.16,5440.1,Cash,C00295
T003026,2023-12-02,11:10 AM,S002,P00358,3,13060.08,39180.24,9338.7,Mobile Payment,C0013
T002080,2023-03-03,07:18 PM,S007,P00196,3,74009.78,222029.34,22602.05,Debit Card,C00294
T00610,2020-11-17,12:31 PM,S003,P00117,5,5856.91,29284.55,5554.74,Debit Card,C0028
T002451,2021-08-30,04:17 PM,S005,P00221,3,13259.7,39779.1,9725.12,Debit Card,C00519
T00730,2021-07-29,04:57 PM,S006,P00104,3,10711.4,32134.2,3675.95,Debit Card,C00583
T008307,2022-08-28,09:22 PM,S008,P0013,2,20888.92,41777.84,11272.29,Debit Card,C00178
T002990,2021-10-26,02:36 PM,S003,P0013,5,14448.04,72240.2,4431.45,Mobile Payment,C00140
T006579,2020-10-05,11:43 AM,S007,P009,3,88256.8,264770.4,21380.24,Debit Card,C00573
T005470,2024-04-11,10:41 AM,S005,P00166,4,72422.78,289691.12,36804.01,Credit Card,C00665
T008228,2020-02-06,03:25 PM,S008,P00344,2,98050.96,196101.92,27607.74,Mobile Payment,C00400
T008270,2023-01-06,01:06 PM,S003,P00231,1,88009.32,88009.32,24394.78,Debit Card,C00212
T004757,2021-06-20,01:15 PM,S007,P00235,4,24139.51,96558.04,17688.79,Cash,C00378
T00457,2023-01-14,09:44 PM,S006,P00154,4,85957.53,343830.12,23293.62,Debit Card,C00562
T001740,2020-08-25,04:08 PM,S003,P0090,3,55493.11,166479.33,3261.48,Debit Card,C00299
T003103,2023-09-18,08:23 PM,S004,P0071,2,1132.37,2264.74,78.7,Mobile Payment,C00343
T001197,2020-05-28,04:21 PM,S007,P00142,2,31317.43,62634.86,6324.91,Debit Card,C00306
T004070,2022-02-19,11:34 AM,S001,P00230,5,34211.29,171056.45,12805.39,Credit Card,C00318
T007538,2020-08-25,06:58 PM,S002,P00114,3,81077.43,243232.29,9631.3,Credit Card,C00325
T007043,2021-11-29,05:02 PM,S006,P00311,4,87561.86,350247.44,31423.07,Credit Card,C0060
T002831,2024-02-11,02:39 PM,S002,P00272,5,62460.26,312301.3,41133.52,Credit Card,C00602
T006000,2021-06-30,12:32 PM,S006,P0074,2,69022.08,138044.16,23252.73,Mobile Payment,C00145
T002109,2023-10-31,12:15 PM,S002,P0097,5,93999.18,469995.9,61235.36,Debit Card,C00317
T004052,2020-05-22,04:37 PM,S005,P008,2,79894.6,159789.2,1163.08,Debit Card,C00240
T003607,2020-03-29,01:33 PM,S008,P00368,3,62011.27,186033.81,40803.27,Debit Card,C00441
T007325,2023-10-01,06:26 PM,S006,P006,3,65857.44,197572.32,25359.8,Cash,C00169
T005987,2020-02-25,12:49 PM,S001,P00113,3,33359.52,100078.56,6209.38,Credit Card,C00198
T004891,2022-11-06,07:09 PM,S008,P001,4,3568.65,14274.6,1906.59,Cash,C00512
T008490,2021-01-04,12:19 PM,S003,P0039,1,3556.95,3556.95,93.1,Debit Card,C00289
T008499,2023-02-03,02:12 PM,S005,P00369,2,28890.07,57780.14,10449.81,Mobile Payment,C00403
T008081,2020-04-05,07:16 PM,S003,P0084,1,17217.3,17217.3,107.95,Cash,C00188
T006954,2020-06-10,03:04 PM,S002,P00335,5,28177.04,140885.2,2590.44,Cash,C00587
T008987,2022-09-22,02:11 PM,S001,P00227,4,17214.7,68858.8,1697.76,Credit Card,C0089
T001599,2020-08-26,12:50 PM,S004,P00163,5,54891.25,274456.25,27461.48,Cash,C00356
T008140,2021-04-13,12:38 PM,S004,P00349,3,88425.59,265276.77,68176.08,Mobile Payment,C00375
T002915,2024-05-20,10:42 AM,S001,P00314,2,39098.72,78197.44,12606.85,Debit Card,C00152
T003641,2021-03-21,05:46 PM,S007,P00106,2,99500.34,199000.68,56994.3,Cash,C00491
T006794,2021-09-19,05:08 PM,S008,P00240,2,17079.23,34158.46,9629.78,Mobile Payment,C00245
T004636,2023-09-17,12:16 PM,S007,P00226,4,12631.03,50524.12,9352.48,Mobile Payment,C00386
T001388,2021-03-03,09:05 PM,S003,P00104,5,97350.57,486752.85,129570.8,Credit Card,C00411
T002878,2022-03-24,11:45 AM,S008,P00208,4,91921.58,367686.32,4253.33,Debit Card,C00400
T008477,2021-08-28,01:36 PM,S006,P00366,5,60594.16,302970.8,2012.82,Debit Card,C00498
T00562,2020-08-23,06:06 PM,S004,P00295,5,19331.39,96656.95,2629.82,Mobile Payment,C00274
T00572,2020-07-28,11:24 AM,S002,P00354,1,14219.95,14219.95,2528.99,Mobile Payment,C00405
T007183,2024-02-14,11:22 AM,S004,P00127,5,90637.43,453187.15,18965.58,Cash,C00106
T007106,2021-02-16,12:21 PM,S008,P0062,4,92109.45,368437.8,14694.26,Mobile Payment,C00187
T007874,2020-09-06,08:16 PM,S008,P00120,2,56079.56,112159.12,19902.65,Mobile Payment,C00179
T00983,2024-02-12,03:57 PM,S002,P00303,5,51280.88,256404.4,38047.55,Debit Card,C0050
T002079,2020-05-31,09:35 PM,S006,P00115,2,55581.65,111163.3,21631.43,Debit Card,C00541
T004171,2022-06-17,10:00 AM,S001,P00139,1,98923.35,98923.35,24184.57,Mobile Payment,C00166
T008649,2021-01-11,12:38 PM,S003,P00224,5,76997.17,384985.85,101690.41,Debit Card,C00165
T005875,2021-12-18,08:46 PM,S001,P0067,5,6327.28,31636.4,4067.21,Credit Card,C00316
T008866,2022-06-02,08:11 PM,S004,P00334,5,30522.13,152610.65,43882.94,Cash,C0038
T008503,2023-01-11,04:05 PM,S005,P00183,3,28700.33,86100.99,21453.53,Mobile Payment,C00300
T004105,2022-03-07,02:30 PM,S004,P0067,5,57711.87,288559.35,15862.23,Mobile Payment,C008
T003006,2021-05-21,12:25 PM,S002,P0013,2,98049.41,196098.82,39118.42,Cash,C00291
T00425,2020-04-24,12:53 PM,S006,P0024,4,97018.98,388075.92,102784.62,Cash,C00404
T004580,2022-05-29,09:55 PM,S006,P0085,1,90036.49,90036.49,17963.7,Credit Card,C0015
T007178,2024-04-10,11:11 AM,S001,P00159,1,25730.4,25730.4,5230.99,Cash,C00632
T004524,2020-09-10,07:47 PM,S004,P00374,1,69424.66,69424.66,18744.07,Mobile Payment,C00403
T007413,2021-12-18,07:39 PM,S003,P00223,1,95500.34,95500.34,15666.97,Cash,C00660
T003326,2023-01-19,10:55 AM,S004,P0041,1,62754.84,62754.84,6908.14,Mobile Payment,C0080
T006573,2020-09-16,07:06 PM,S004,P00237,2,81575.85,163151.7,12172.19,Credit Card,C0058
T005817,2020-10-16,02:28 PM,S002,P00220,2,85973.58,171947.16,916.37,Mobile Payment,C0026
T001485,2023-08-01,03:18 PM,S006,P0045,5,40844.27,204221.35,12839.41,Debit Card,C00153
T006403,2023-12-30,08:16 PM,S001,P0018,4,46156.02,184624.08,47214.7,Credit Card,C00587
T008083,2021-02-08,03:54 PM,S004,P00229,5,41953.91,209769.55,42256.0,Debit Card,C00658
T001007,2020-07-21,03:48 PM,S007,P0046,3,34301.02,102903.06,14194.77,Cash,C00521
T005605,2024-04-01,03:55 PM,S003,P00186,3,44432.03,133296.09,38958.64,Cash,C00253
T003693,2021-09-14,02:59 PM,S004,P00358,5,22983.11,114915.55,29021.09,Credit Card,C0027
T006328,2020-09-17,11:33 AM,S004,P00226,5,68036.17,340180.85,8772.61,Cash,C00356
T003760,2020-03-20,05:31 PM,S003,P00332,3,24682.47,74047.41,12937.15,Credit Card,C00175
T007110,2020-11-24,02:53 PM,S004,P0050,2,4636.23,9272.46,1387.0,Debit Card,C00322
T008016,2023-12-05,03:33 PM,S003,P0084,1,34277.62,34277.62,7729.44,Mobile Payment,C00447
T007136,2023-07-30,12:16 PM,S006,P00123,2,54815.92,109631.84,24979.07,Credit Card,C00492
T004457,2022-03-31,01:12 PM,S007,P00101,5,54783.6,273918.0,81344.73,Mobile Payment,C00123
T004136,2023-05-25,11:02 AM,S006,P00115,5,31558.45,157792.25,11058.8,Mobile Payment,C00239
T006200,2024-04-20,03:48 PM,S007,P0090,5,22611.41,113057.05,13578.75,Mobile Payment,C00112
T006789,2020-06-22,05:48 PM,S008,P0022,5,44392.15,221960.75,730.63,Debit Card,C00563
T008408,2023-07-29,07:22 PM,S008,P00209,3,37995.1,113985.3,2355.85,Mobile Payment,C0021
T004016,2022-05-16,01:53 PM,S005,P0087,5,89353.61,446768.05,36194.39,Cash,C00354
T001044,2020-01-21,02:49 PM,S005,P00126,1,84121.88,84121.88,17619.71,Cash,C007
T008011,2020-03-03,06:46 PM,S008,P00260,4,12882.87,51531.48,12565.64,Mobile Payment,C00115
T002687,2020-12-24,01:51 PM,S007,P0063,5,23949.52,119747.6,32765.73,Cash,C00647
T00712,2020-05-10,07:20 PM,S003,P005,1,55343.61,55343.61,16529.52,Mobile Payment,C00620
T004857,2020-03-25,01:04 PM,S004,P00287,5,75000.37,375001.85,96786.0,Credit Card,C00443
T007335,2021-09-01,11:30 AM,S008,P0082,1,34155.74,34155.74,5095.41,Mobile Payment,C00614
T007819,2020-10-30,01:23 PM,S005,P00356,5,66611.61,333058.05,59228.04,Cash,C00560
T001818,2020-02-13,04:12 PM,S002,P0048,2,42944.88,85889.76,17399.45,Credit Card,C00677
T001968,2024-06-17,10:29 AM,S002,P0029,3,9523.46,28570.38,8237.54,Mobile Payment,C00348
T001797,2024-07-01,03:40 PM,S004,P00193,1,63049.86,63049.86,15710.04,Mobile Payment,C00676
T004589,2024-05-17,11:14 AM,S001,P0010,3,6533.98,19601.94,311.29,Debit Card,C00589
T00109,2024-02-08,05:38 PM,S005,P0075,3,26326.91,78980.73,17116.12,Credit Card,C0072
T005360,2021-10-23,12:18 PM,S006,P0097,5,15695.4,78477.0,687.61,Debit Card,C00595
T008946,2022-12-20,03:30 PM,S006,P00221,5,68964.83,344824.15,31709.2,Cash,C00355
T001792,2020-11-04,02:01 PM,S005,P00263,4,90359.14,361436.56,93704.06,Debit Card,C00402
T00999,2022-11-23,05:12 PM,S003,P00300,4,99636.19,398544.76,59773.07,Mobile Payment,C00218
T004914,2024-03-17,09:29 PM,S008,P00342,5,58999.69,294998.45,35190.01,Cash,C00199
T004599,2020-07-21,05:25 PM,S005,P00297,2,53342.18,106684.36,25512.64,Debit Card,C00517
T001169,2021-09-13,06:09 PM,S005,P0014,5,89196.3,445981.5,18289.41,Cash,C00147
T004350,2022-04-07,01:46 PM,S005,P00357,3,63439.06,190317.18,9040.63,Mobile Payment,C00658
T006852,2021-06-09,11:07 AM,S007,P009,1,93704.03,93704.03,23499.99,Debit Card,C00198
T008692,2021-11-30,04:38 PM,S001,P0049,2,86833.03,173666.06,17020.08,Cash,C00137
T008877,2022-01-18,09:34 PM,S005,P00153,4,40363.8,161455.2,1742.91,Debit Card,C00351
T002820,2020-09-20,12:08 PM,S008,P00369,3,81733.4,245200.2,59722.5,Cash,C0023
T00841,2020-09-30,12:43 PM,S007,P00217,4,92385.38,369541.52,15628.86,Credit Card,C00442
T003919,2023-03-26,09:35 PM,S006,P0083,1,53833.72,53833.72,13428.46,Debit Card,C0050
T004681,2021-08-09,04:39 PM,S007,P00108,4,63319.57,253278.28,31867.99,Mobile Payment,C00189
T004502,2024-02-15,10:56 AM,S001,P00113,5,52551.52,262757.6,49509.2,Cash,C00659
T008578,2020-06-14,10:02 AM,S005,P0092,2,76752.3,153504.6,39980.3,Cash,C00156
T006601,2023-04-08,05:48 PM,S002,P00116,5,55114.26,275571.3,65693.94,Mobile Payment,C00246
T003053,2020-11-02,04:41 PM,S003,P0039,2,24301.69,48603.38,6778.99,Cash,C00589
T003939,2021-07-03,07:26 PM,S002,P00233,1,56769.49,56769.49,4026.68,Mobile Payment,C00668
T007329,2024-05-02,10:03 AM,S005,P00202,5,60911.78,304558.9,67086.67,Debit Card,C0054
T008920,2020-03-26,08:47 PM,S005,P00118,3,69588.41,208765.23,27684.93,Mobile Payment,C0031
T001771,2024-01-22,09:56 PM,S001,P00113,1,78918.87,78918.87,6648.68,Credit Card,C00319
T002964,2023-08-30,06:03 PM,S002,P00344,2,97849.61,195699.22,25622.43,Mobile Payment,C00568
T005411,2024-03-14,10:46 AM,S001,P00112,4,95604.42,382417.68,35702.95,Debit Card,C00622
T005937,2021-09-05,01:21 PM,S002,P0057,3,49284.33,147852.99,14863.63,Cash,C00414
T007387,2023-08-17,11:04 AM,S005,P00106,2,71552.66,143105.32,30754.2,Mobile Payment,C0077
T006428,2021-08-10,06:37 PM,S007,P00278,5,1220.23,6101.15,1291.41,Cash,C00256
T008779,2021-11-29,01:18 PM,S006,P00127,2,75777.59,151555.18,5117.12,Credit Card,C00278
T001523,2020-11-03,07:09 PM,S003,P0053,2,57596.17,115192.34,3009.73,Debit Card,C00490
T008985,2023-09-01,08:44 PM,S003,P00376,1,48167.14,48167.14,12743.64,Cash,C00621
T004849,2023-01-22,08:18 PM,S004,P00275,4,60683.03,242732.12,60352.97,Credit Card,C00601
T001809,2021-05-28,09:27 PM,S004,P00206,5,97130.22,485651.1,43811.25,Credit Card,C00212
T007987,2023-12-20,10:25 AM,S005,P0028,4,11895.2,47580.8,1978.09,Mobile Payment,C00611
T005049,2023-10-26,07:36 PM,S008,P00196,2,59304.31,118608.62,15231.87,Mobile Payment,C00246
T005378,2020-02-13,06:54 PM,S007,P0042,2,22413.22,44826.44,3006.29,Credit Card,C00496
T00304,2022-04-20,05:04 PM,S003,P008,1,29476.89,29476.89,2209.36,Mobile Payment,C00224
T007215,2022-06-04,04:00 PM,S008,P00122,5,75411.59,377057.95,5111.56,Credit Card,C00604
T00408,2022-11-27,12:59 PM,S004,P0089,5,32005.43,160027.15,3739.56,Cash,C00471
T00314,2022-05-02,07:24 PM,S008,P00321,2,31430.0,62860.0,6068.14,Debit Card,C00214
T005441,2022-04-08,04:34 PM,S005,P0072,3,29601.02,88803.06,17979.29,Debit Card,C00122
T001979,2022-05-24,11:50 AM,S005,P00176,5,8872.14,44360.7,6398.9,Cash,C00641
T003201,2021-03-26,11:15 AM,S002,P00281,3,27875.22,83625.66,6462.72,Mobile Payment,C00499
T002073,2023-09-22,02:39 PM,S001,P0058,2,61579.27,123158.54,11017.35,Mobile Payment,C00445
T004900,2022-06-23,12:11 PM,S006,P00182,5,12801.78,64008.9,15195.6,Mobile Payment,C00594
T00162,2022-03-09,02:40 PM,S007,P0066,4,71173.15,284692.6,33861.66,Cash,C00421
T005881,2022-03-07,05:00 PM,S006,P00344,5,4429.7,22148.5,3317.29,Debit Card,C00305
T004632,2020-12-26,12:42 PM,S008,P0082,3,55990.73,167972.19,29013.72,Mobile Payment,C00290
T007983,2020-10-25,03:07 PM,S002,P00291,1,35386.71,35386.71,8231.32,Mobile Payment,C00267
T003836,2022-09-14,10:09 AM,S005,P00277,4,60270.79,241083.16,59927.47,Credit Card,C00589
T001349,2023-03-02,03:10 PM,S004,P0030,4,28156.16,112624.64,27473.93,Debit Card,C0096
T008600,2023-07-23,01:40 PM,S002,P00365,3,16436.84,49310.52,3549.73,Debit Card,C00311
T004485,2022-04-06,07:56 PM,S004,P00132,1,37169.58,37169.58,9494.95,Debit Card,C00653
T006856,2023-12-19,07:40 PM,S005,P00326,4,67079.76,268319.04,25117.72,Mobile Payment,C0023
T006554,2023-11-19,11:59 AM,S007,P0016,5,51383.08,256915.4,44799.05,Credit Card,C00545
T002516,2023-05-04,02:55 PM,S003,P0065,1,95470.44,95470.44,26577.38,Credit Card,C0066
T002225,2022-06-08,08:48 PM,S005,P007,4,13509.77,54039.08,80.25,Credit Card,C00660
T002864,2021-03-08,03:57 PM,S004,P00314,2,39687.82,79375.64,18745.09,Debit Card,C00305
T002680,2023-12-20,09:18 PM,S008,P00359,1,7447.79,7447.79,285.14,Debit Card,C00640
T002008,2023-06-03,10:07 AM,S006,P00260,5,2540.42,12702.1,10.2,Cash,C0016
T002937,2022-12-08,04:29 PM,S002,P0055,4,57703.3,230813.2,1262.51,Mobile Payment,C00118
T00357,2021-02-12,07:29 PM,S007,P00299,2,96091.27,192182.54,35922.73,Debit Card,C00201
T001228,2024-04-25,07:03 PM,S003,P0015,2,71121.95,142243.9,30795.06,Mobile Payment,C00655
T003122,2022-05-02,01:13 PM,S002,P00220,5,15555.73,77778.65,19107.27,Mobile Payment,C00110
T00400,2022-03-14,10:32 AM,S002,P00357,4,88677.91,354711.64,31910.71,Credit Card,C0038
T008933,2021-08-22,07:57 PM,S003,P0075,3,22331.22,66993.66,16510.06,Cash,C00256
T002652,2022-09-28,09:05 PM,S002,P00309,5,53422.73,267113.65,74920.76,Mobile Payment,C00568
T00769,2022-06-12,07:51 PM,S007,P00368,5,6840.92,34204.6,3141.4,Credit Card,C00672
T00764,2023-12-10,09:39 PM,S001,P0034,3,80917.68,242753.04,65021.51,Cash,C00367
T003363,2022-05-16,08:13 PM,S007,P00242,3,95572.21,286716.63,41941.54,Credit Card,C00461
T007780,2020-08-05,05:22 PM,S005,P00336,5,85528.88,427644.4,47313.96,Credit Card,C0087
T003953,2023-10-03,08:01 PM,S003,P0064,4,83554.78,334219.12,62618.91,Mobile Payment,C00143
T004268,2021-06-07,03:04 PM,S008,P00315,1,78940.52,78940.52,16234.41,Credit Card,C00411
T003437,2024-03-13,01:38 PM,S008,P00144,1,25336.9,25336.9,5083.65,Credit Card,C00615
T005876,2021-04-05,07:23 PM,S006,P00365,1,97838.27,97838.27,25004.48,Debit Card,C00245
T00790,2022-12-26,05:59 PM,S005,P00313,3,93956.02,281868.06,70261.98,Debit Card,C00303
T005528,2021-12-05,09:16 PM,S007,P00280,2,84552.52,169105.04,49366.92,Debit Card,C00395
T001933,2021-08-16,08:39 PM,S003,P00124,2,63080.18,126160.36,22077.11,Credit Card,C00422
T001837,2024-03-01,12:17 PM,S006,P0011,1,8438.53,8438.53,1005.75,Mobile Payment,C00353
T008138,2020-08-29,07:39 PM,S001,P00195,1,11520.05,11520.05,696.91,Mobile Payment,C00639
T007338,2023-04-05,04:28 PM,S001,P00171,1,22153.16,22153.16,6045.17,Credit Card,C0024
T006556,2024-02-03,06:34 PM,S006,P00179,5,58812.89,294064.45,41096.33,Cash,C00500
T002672,2022-01-07,09:01 PM,S001,P00226,1,39469.26,39469.26,4565.29,Credit Card,C00316
T001854,2022-03-15,02:03 PM,S007,P0062,5,56985.04,284925.2,48576.69,Debit Card,C00247
T006103,2022-05-23,09:19 PM,S006,P0037,1,74789.01,74789.01,545.98,Debit Card,C00438
T006288,2021-12-09,05:30 PM,S007,P0059,1,55302.46,55302.46,564.93,Cash,C00413
T005858,2021-09-08,01:47 PM,S002,P00279,1,78455.12,78455.12,15104.68,Debit Card,C00235
T007759,2023-11-12,05:46 PM,S001,P0010,5,30503.37,152516.85,17159.55,Debit Card,C00617
T007613,2022-04-08,11:29 AM,S008,P00158,3,83942.54,251827.62,15528.34,Mobile Payment,C0046
T002056,2021-11-12,10:28 AM,S008,P0054,2,59514.04,119028.08,15987.52,Cash,C00101
T007486,2022-07-03,10:32 AM,S002,P00273,5,61331.69,306658.45,52121.99,Credit Card,C00456
T002225,2024-01-12,03:47 PM,S005,P00268,1,37583.38,37583.38,9488.14,Cash,C00321
T001533,2021-10-16,10:52 AM,S002,P00273,2,4854.1,9708.2,2155.17,Debit Card,C00587
T002351,2020-10-05,02:55 PM,S004,P0062,5,34156.55,170782.75,45227.85,Cash,C0089
T004623,2021-12-23,10:56 AM,S006,P0047,2,2273.56,4547.12,187.93,Debit Card,C00501
T007598,2022-04-07,06:32 PM,S002,P00373,1,64569.1,64569.1,12308.3,Mobile Payment,C00227
T004743,2020-11-07,01:56 PM,S007,P00271,1,65311.4,65311.4,18485.76,Debit Card,C00178
T003807,2020-04-07,03:43 PM,S003,P00266,4,25753.83,103015.32,22924.63,Cash,C00334
T008791,2021-01-04,04:20 PM,S001,P00106,4,86389.75,345559.0,91271.93,Cash,C00282
T007548,2024-04-13,08:55 PM,S002,P00120,3,21882.09,65646.27,7564.41,Credit Card,C00335
T006151,2023-10-18,06:15 PM,S007,P00129,2,31208.29,62416.58,14972.49,Debit Card,C00175
T007166,2021-11-22,01:15 PM,S006,P0049,4,79280.15,317120.6,46084.37,Mobile Payment,C00351
T005188,2020-10-10,06:16 PM,S006,P00367,2,71280.63,142561.26,20301.51,Debit Card,C00217
T005912,2020-08-20,12:18 PM,S004,P00136,4,27071.77,108287.08,3575.9,Credit Card,C00503
T00394,2022-07-13,09:14 PM,S003,P00360,4,16818.08,67272.32,9080.62,Mobile Payment,C007
T002993,2021-08-12,07:40 PM,S001,P00299,1,90390.72,90390.72,8920.97,Cash,C00160
T005981,2023-08-21,04:08 PM,S003,P00101,5,50476.69,252383.45,21873.37,Cash,C00271
T009006,2022-03-08,09:06 PM,S008,P00256,3,98039.82,294119.46,70316.57,Cash,C00517
T004697,2021-03-29,05:15 PM,S007,P00253,5,34425.59,172127.95,14882.69,Credit Card,C0095
T008860,2022-03-06,04:38 PM,S001,P0074,2,48157.86,96315.72,5574.49,Mobile Payment,C00133
T007026,2022-02-22,07:25 PM,S008,P0044,4,29938.5,119754.0,6896.06,Debit Card,C00647
T008986,2020-03-13,06:57 PM,S002,P00149,3,17043.8,51131.4,8414.2,Credit Card,C00393
T006109,2023-09-24,07:23 PM,S005,P00165,3,17084.42,51253.26,5968.61,Mobile Payment,C00267
T003615,2021-01-30,10:53 AM,S005,P00341,1,10222.89,10222.89,337.09,Credit Card,C00663
T004595,2020-02-16,08:45 PM,S008,P00139,5,6083.32,30416.6,7803.22,Mobile Payment,C00208
T004998,2020-08-06,03:36 PM,S006,P00147,5,47367.37,236836.85,66284.68,Mobile Payment,C00288
T008498,2022-12-31,10:04 AM,S002,P00126,1,49675.9,49675.9,4104.11,Credit Card,C00399
T008226,2021-05-17,02:08 PM,S006,P00185,2,38607.03,77214.06,21282.0,Mobile Payment,C0029
T004276,2021-05-19,02:02 PM,S007,P00119,5,70326.06,351630.3,39743.88,Debit Card,C00597
T006566,2024-02-15,07:51 PM,S005,P00128,3,30015.09,90045.27,12151.3,Debit Card,C00517
T00197,2021-12-25,12:01 PM,S006,P00129,4,28363.08,113452.32,2127.11,Mobile Payment,C00473
T002213,2021-06-04,04:21 PM,S003,P00338,4,22851.69,91406.76,22950.5,Debit Card,C00298
T002571,2022-01-18,08:30 PM,S007,P00340,3,75242.39,225727.17,25581.7,Credit Card,C00551
T006157,2020-07-21,01:36 PM,S007,P0015,4,26024.79,104099.16,16864.65,Cash,C00469
T006419,2022-06-01,10:22 AM,S004,P0023,5,11572.72,57863.6,1591.01,Debit Card,C00113
T008714,2020-01-24,03:49 PM,S008,P0035,4,83150.15,332600.6,13167.97,Cash,C00308
T008936,2023-04-14,11:26 AM,S001,P00317,4,56002.0,224008.0,5447.62,Credit Card,C0047
T005486,2022-06-30,08:16 PM,S003,P00245,3,95246.54,285739.62,72021.57,Credit Card,C00376
T001478,2021-02-01,11:24 AM,S004,P00119,5,22357.49,111787.45,9755.05,Mobile Payment,C00421
T001997,2022-02-05,06:10 PM,S008,P00317,5,51477.18,257385.9,64269.48,Debit Card,C00625
T004612,2023-08-19,10:48 AM,S005,P0027,4,53844.62,215378.48,5019.89,Cash,C00384
T008517,2021-01-12,03:29 PM,S004,P008,5,56524.91,282624.55,17827.0,Debit Card,C00658
T007427,2022-10-10,07:39 PM,S005,P00121,2,79587.64,159175.28,3716.84,Credit Card,C00151
T002083,2023-03-23,07:49 PM,S006,P00325,5,19650.35,98251.75,26935.91,Debit Card,C00456
T006105,2020-07-05,05:41 PM,S005,P0065,5,78563.07,392815.35,50684.48,Credit Card,C00283
T007946,2021-09-12,02:57 PM,S006,P00125,5,27809.07,139045.35,25527.61,Credit Card,C00416
T001310,2024-03-15,02:36 PM,S004,P00232,3,10981.16,32943.48,500.74,Credit Card,C00502
T007023,2022-09-06,05:26 PM,S004,P00101,5,60927.5,304637.5,1438.19,Debit Card,C0069
T006482,2023-06-11,04:20 PM,S007,P00303,3,90870.43,272611.29,19273.53,Debit Card,C00410
T006369,2022-05-15,10:17 AM,S008,P00110,4,12321.26,49285.04,5980.3,Credit Card,C00122
T001447,2023-11-09,11:09 AM,S001,P00334,1,12533.58,12533.58,1806.5,Debit Card,C003
T006564,2022-01-24,10:57 AM,S001,P00205,4,24832.67,99330.68,24614.49,Mobile Payment,C0071
T00496,2023-02-14,10:00 AM,S007,P00356,1,8675.3,8675.3,971.86,Credit Card,C0034
T006458,2021-09-04,08:08 PM,S008,P00364,4,29921.62,119686.48,16575.05,Debit Card,C00242
T004878,2021-01-13,09:02 PM,S005,P00214,4,50817.4,203269.6,19837.36,Credit Card,C00381
T001770,2021-01-28,05:37 PM,S004,P003,3,76427.26,229281.78,16845.94,Debit Card,C00385
T008918,2022-02-16,10:31 AM,S003,P0025,3,84389.62,253168.86,49776.03,Cash,C00378
T006605,2020-06-19,11:15 AM,S005,P00268,2,71967.37,143934.74,23623.66,Mobile Payment,C00230
T005738,2023-08-05,11:34 AM,S003,P00314,5,95251.17,476255.85,133017.52,Debit Card,C00113
T001986,2021-06-17,10:49 AM,S003,P00114,1,49596.46,49596.46,4068.16,Mobile Payment,C00614
T003214,2023-06-30,05:21 PM,S002,P00363,4,78679.44,314717.76,50222.41,Debit Card,C0017
T008224,2020-02-03,11:55 AM,S002,P00163,1,5255.02,5255.02,368.04,Mobile Payment,C00531
T002892,2020-08-03,04:27 PM,S003,P00316,1,61328.44,61328.44,13605.62,Credit Card,C00432
T001485,2023-11-28,03:53 PM,S002,P00357,2,13544.3,27088.6,4553.28,Debit Card,C00394
T007822,2020-04-06,03:20 PM,S006,P00347,1,24600.76,24600.76,1052.83,Debit Card,C00525
T004188,2023-12-25,02:04 PM,S002,P00216,2,84443.42,168886.84,10448.09,Debit Card,C00512
T002725,2023-10-03,09:55 PM,S001,P00183,2,19669.6,39339.2,9705.03,Cash,C00360
T004764,2020-09-04,03:14 PM,S003,P00237,4,73599.85,294399.4,74593.93,Credit Card,C00284
T00702,2021-03-16,11:39 AM,S004,P00164,4,79443.53,317774.12,6075.68,Debit Card,C00523
T003940,2022-05-26,02:28 PM,S006,P0025,3,85078.61,255235.83,34754.61,Debit Card,C00580
T002251,2020-12-09,12:18 PM,S002,P00352,1,95235.4,95235.4,2349.36,Cash,C00413
T001120,2021-08-08,06:24 PM,S006,P00186,2,85965.7,171931.4,41362.86,Debit Card,C00246
T003491,2023-03-21,07:37 PM,S002,P0055,5,19219.31,96096.55,19277.53,Debit Card,C00343
T005319,2022-11-04,06:58 PM,S006,P001,3,77875.19,233625.57,59635.13,Credit Card,C00181
T007933,2020-06-15,02:07 PM,S005,P0077,2,77666.74,155333.48,24488.15,Debit Card,C0058
T005095,2020-09-26,05:41 PM,S001,P004,5,45900.02,229500.1,51248.91,Cash,C00203
T006635,2020-05-30,06:29 PM,S007,P00372,5,30682.0,153410.0,31266.0,Mobile Payment,C00113
T002885,2022-02-25,10:07 AM,S004,P00269,5,29928.88,149644.4,10490.63,Credit Card,C00217
T008464,2021-12-14,01:33 PM,S005,P00152,5,51374.23,256871.15,59864.43,Debit Card,C0017
T003192,2022-12-19,11:23 AM,S005,P0099,2,46232.06,92464.12,13248.82,Mobile Payment,C00561
T002859,2020-03-11,05:46 PM,S005,P00169,2,10861.59,21723.18,3479.17,Debit Card,C00634
T002152,2023-01-31,01:51 PM,S005,P00364,3,61443.34,184330.02,30963.13,Debit Card,C00451
T003070,2021-04-03,09:29 PM,S001,P0025,4,32731.49,130925.96,7146.84,Credit Card,C00227
